"","France","Germany","Italy","Japan","United.Kingdom","United.States"
"2010-01-04",103.306316874028,104.347332432432,103.699371162068,95.1666380033557,99.3028434403488,99.8925401107197
"2010-01-11",103.392400466563,104.413549034749,103.797837738049,95.9155501258389,99.9343305588586,99.3868010065426
"2010-01-18",102.727755054432,103.616943243243,103.154790711232,97.1677961409396,101.278979785969,100.110148968294
"2010-01-25",102.557589813375,103.454411583012,103.02417178391,98.7468032718121,101.609663892192,100.952375842979
"2010-02-01",102.381221839646,102.969755289968,102.264466122529,98.1665619564105,100.514826352094,100.921702448211
"2010-02-08",102.026281554353,102.544467672414,101.916123905989,99.2861025273713,99.7357188843346,101.328467043315
"2010-02-15",101.713452828333,102.129210423198,101.575789556495,98.0213242607183,99.9588903329001,101.007864406779
"2010-02-22",101.629229709788,101.988785266458,101.473689251647,98.6809454619871,98.5162463261022,101.073988700565
"2010-03-01",101.778668247382,102.103162836572,101.333936529906,99.9013750000001,95.8966678419579,100.795174825175
"2010-03-08",101.834878482513,102.135304862412,101.361928225408,97.9940659090909,95.7213066473089,100.3996003996
"2010-03-15",101.766623196997,102.016781142125,101.277953138903,97.5960363636364,96.4287296484497,100.002017982018
"2010-03-22",101.230618454851,101.379967255153,100.736113890262,97.0545545454545,96.0122468111583,100.835334665334
"2010-03-29",101.249739157298,101.347405412877,100.790002261794,94.8932117897879,97.0294505948919,100.426459364036
"2010-04-05",100.818020686226,100.73600954559,100.41,94.2018594502086,98.0288303607621,100.142579169175
"2010-04-12",101.182961909498,101.160684100626,100.783851070184,94.2582967162263,98.3802239562222,99.5109355809753
"2010-04-19",100.751850024863,100.669904544099,100.366017521155,94.6775449780725,98.7435968788002,99.926015653221
"2010-04-26",100.527270810542,100.437535447947,100.144105923345,93.6435336399615,98.9472454398054,100.144584386915
"2010-05-03",99.9702024062279,99.6274362089914,99.5895388815855,94.4379857658587,99.2756686294416,101.662119699776
"2010-05-10",99.2942944090587,98.7639611178615,98.8939611689756,96.0614749871067,98.6559204060914,101.922930695
"2010-05-17",98.8731054493984,98.3402187120292,98.5301820204267,98.6606671480144,97.4803979695431,103.582089872307
"2010-05-24",98.8029072894551,98.2882503037667,98.482211143695,100.521543888602,98.4420073096447,104.242142314066
"2010-05-31",98.4680040496531,97.9081091277776,98.1480606734756,98.6868656495003,100.159251823386,104.132178232146
"2010-06-07",98.0310352148617,97.4239091002149,97.73,99.6900000000001,100.76952815226,104.583311707176
"2010-06-14",98.5608676125345,98.0080884430341,98.236,99.1489607585998,100.723450634417,103.226598624964
"2010-06-21",98.3380971726039,97.7260018425632,98.006,99.8227456874812,101.2503370341,102.87136457829
"2010-06-28",98.2878473001939,97.9493755872968,98.285186950813,101.747534989094,102.36367672648,103.168394428169
"2010-07-05",98.656,98.7111669364629,99.0388688011312,101.501928339404,101.458005523772,102.577883835401
"2010-07-12",98.888,98.9417021448806,99.2596465003535,100.794904025987,101.177812191754,101.757790116164
"2010-07-19",99.278,99.4448702954269,99.6731029188972,101.89139088493,100.931642335766,101.681595589683
"2010-07-26",99.4,99.5330750708215,99.7794776285224,101.2263086918,102.050414282896,100.873532585155
"2010-08-02",99.5822008292042,99.5770356780864,99.9444458598726,101.579564965197,103.526986583706,99.8249467620183
"2010-08-09",99.2380964708261,99.176508615447,99.597186533212,102.434330046404,103.261882947696,100.547735597934
"2010-08-16",98.731942966933,98.54567849179,99.057228389445,103.026090487239,103.300041804394,100.777986889154
"2010-08-23",98.4018428556983,98.1711856882222,98.7340564149226,104.404872389791,103.225732451876,101.624911203814
"2010-08-30",98.4724238896696,98.2221904836551,98.6974641514772,104.4396948544,102.145817157007,101.282803108914
"2010-09-06",98.1814657783162,97.8335546558704,98.3204664310954,104.518570050174,101.650481092853,100.576118661054
"2010-09-13",98.5905552190591,98.3105870445344,98.7301766784452,102.646375916634,101.370231637299,99.7616724794549
"2010-09-20",99.2810183727034,99.1289271255061,99.4376763250884,101.836617136241,100.58553316175,98.9851539386651
"2010-09-27",99.846505746529,99.7844260331525,100.017541815303,102.444471414653,100.247465431996,97.8136308502726
"2010-10-04",100.174400436985,100.146498113207,100.392193087008,102.705177112238,99.211682835443,96.7202723895997
"2010-10-11",100.367591220578,100.365536842105,100.581853396901,103.774587886327,98.7259781265823,95.9424680148576
"2010-10-18",100.33373304201,100.343632969216,100.575864123957,104.384827863362,97.9924241012658,96.3741394964919
"2010-10-25",100.313816466382,100.341641708044,100.577860548272,104.720758013587,98.7679526075949,96.4298390425093
"2010-11-01",100.41745864962,100.456210252823,100.568341887169,103.752079722704,99.7676611652417,95.3251644892501
"2010-11-08",99.7431154614462,99.6509859098631,99.869355966051,102.787357019064,100.680023861603,95.5927480711861
"2010-11-15",99.5223128246104,99.4243301688818,99.6801717423864,101.508951473137,101.018158281964,96.5639773685835
"2010-11-22",99.1284486616061,98.9650540621565,99.2878634048927,101.694399191219,100.898110558759,97.1090550354902
"2010-11-29",98.5901969263486,98.4547070797684,98.6795791450578,101.331785384478,101.020143058547,97.6369701942829
"2010-12-06",98.7532384700777,98.7171571385207,98.7990796245837,101.310284803401,101.644362108633,96.9595672586242
"2010-12-13",98.8925461701483,98.8327463320854,98.9204886466848,100.892433581296,100.837628888667,96.9002163706879
"2010-12-20",98.377107679887,98.1930199332187,98.36519164396,101.518229543039,100.159651095329,97.2286246172688
"2010-12-27",98.4706428499344,98.2886799554791,98.4627169240085,102.761974495218,99.3730359107732,96.4887168809961
"2011-01-03",97.8610214869363,97.5171530984204,98.49106314303,101.305801951502,100.021977442859,96.3621860225044
"2011-01-10",97.4847015030768,97.0355820170109,98.1102576154933,100.781315621679,101.455926539575,96.5187017652524
"2011-01-17",98.3126054675678,98.030432563791,98.9974746822675,100.911949763308,101.804343946502,95.650930938371
"2011-01-24",98.9523494401291,98.7894520048602,99.6773421424249,100.568791421119,100.440883920551,95.4627158046867
"2011-01-31",98.9663540187889,98.9162242829775,99.5681913534118,100.792759762659,101.641894561124,95.1141697019594
"2011-02-07",98.6289773501704,98.5390785613823,99.1684845753205,99.5416271614533,101.982550988142,95.3481283144432
"2011-02-14",98.4766133493686,98.3725637934499,98.9955128205128,98.6089988342724,102.590142687747,95.44510928564
"2011-02-21",98.9000665464021,98.9018428772353,99.4408653846154,99.5783905187487,102.162204347826,95.0651022148279
"2011-02-28",99.3852597057068,99.2040110511337,99.5375567683487,99.6603348404274,101.553043108351,94.9677631125733
"2011-03-07",99.5578148553247,99.3584022290775,99.6037901013715,99.0631514799768,100.62764008016,94.9429503307781
"2011-03-14",99.8415966988168,99.7312218131157,99.9034190021865,101.438409750435,99.9694709418837,94.9389709125276
"2011-03-21",100.137285472805,100.068345905065,100.18717352415,100.479802669762,99.9112791583166,94.4136877034548
